Common_Name,Habitat_Type,Obs_Depth_m,Body_Length_cm,Body_Weight_kg,Sex,Water_Temp_C,Salinity_ppt,pH,Estimated_Age_yr
Sailfish,Marine,152.4,280.7,81.732,Juvenile,28.7,33.6,7.79,5.5
Blue Marlin,Marine,406.0,592.0,684.76,Male,2.0,34.0,8.04,22.2
Mahi-Mahi,Marine,99.5,183.1,36.961,Juvenile,27.8,34.4,8.22,3.0
Blue Marlin,Marine,648.0,540.7,877.701,Female,5.2,35.9,7.81,12.9
Yellowfin Tuna,Marine,382.2,242.4,283.961,Female,3.5,37.0,7.97,4.1
Sailfish,Marine,224.7,330.9,86.235,Juvenile,3.7,36.1,7.71,6.1
Blue Marlin,Marine,278.3,489.8,810.155,Juvenile,4.2,36.2,7.58,16.0
Mahi-Mahi,Marine,140.4,171.1,45.408,Male,24.2,35.0,8.22,1.4
Sailfish,Marine,184.1,386.8,78.101,Juvenile,28.1,36.9,8.01,3.4
Swordfish,Marine,571.3,385.6,686.378,Male,5.8,33.2,8.29,2.6
Yellowfin Tuna,Marine,117.2,186.1,229.177,Female,28.6,33.1,7.85,2.9
Yellowfin Tuna,Marine,186.0,248.0,265.107,Juvenile,24.5,33.5,7.68,4.2
Blue Marlin,Marine,563.1,532.6,787.33,Female,4.5,34.4,8.29,15.0
Yellowfin Tuna,Marine,277.7,235.9,188.509,Female,5.2,36.5,7.82,4.1
Bluefin Tuna,Marine,617.1,354.1,492.869,Female,5.6,33.1,7.54,14.3
Blue Marlin,Marine,424.8,498.9,1181.57,Female,1.8,33.4,8.11,18.5
Wahoo,Marine,221.2,242.0,59.688,Juvenile,5.6,34.6,8.3,5.1
Sailfish,Marine,248.7,275.6,76.189,Female,3.9,33.2,8.18,2.1
Swordfish,Marine,509.8,364.0,575.968,Male,3.8,35.7,8.3,4.5
Bluefin Tuna,Marine,673.2,342.2,593.441,Male,3.1,33.1,7.51,13.4
Yellowfin Tuna,Marine,542.3,233.7,182.735,Female,4.9,33.4,7.8,2.5
Yellowfin Tuna,Marine,362.9,212.9,244.103,Juvenile,3.4,36.6,8.3,4.8
Swordfish,Marine,664.6,355.7,499.137,Juvenile,5.9,37.0,7.87,9.3
Bluefin Tuna,Marine,923.4,295.8,607.402,Juvenile,5.6,35.9,7.63,13.7
Mahi-Mahi,Marine,207.6,236.1,39.436,Juvenile,4.7,33.5,7.82,4.1
Albacore Tuna,Marine,201.7,125.1,79.231,Male,4.5,33.8,7.87,8.3
Yellowfin Tuna,Marine,443.5,303.8,129.782,Male,5.4,36.9,7.83,4.7
Yellowfin Tuna,Marine,401.1,219.5,77.529,Male,2.3,36.2,7.64,4.1
Wahoo,Marine,195.0,227.2,87.611,Juvenile,23.5,34.4,7.64,4.8
Bluefin Tuna,Marine,582.9,329.9,513.342,Juvenile,4.1,33.6,7.56,21.8
Mahi-Mahi,Marine,110.2,205.0,45.896,Female,23.4,34.0,8.1,2.4
Blue Marlin,Marine,623.7,551.3,912.769,Juvenile,4.4,36.9,7.81,16.6
Albacore Tuna,Marine,391.1,116.7,56.096,Female,3.3,36.7,7.83,7.1
Albacore Tuna,Marine,0.0,149.3,29.13,Juvenile,27.8,34.6,7.94,7.0
Mahi-Mahi,Marine,42.0,226.5,30.569,Male,27.5,33.2,8.0,1.0
Swordfish,Marine,527.9,453.9,509.098,Juvenile,1.3,36.9,7.96,5.4
Blue Marlin,Marine,388.7,506.5,821.023,Male,1.5,34.1,7.54,9.1
Bluefin Tuna,Marine,401.7,381.1,590.711,Female,2.8,33.7,8.16,26.3
Bluefin Tuna,Marine,702.5,309.7,644.078,Male,2.4,34.0,7.99,11.6
Albacore Tuna,Marine,206.4,153.3,55.554,Juvenile,4.5,35.4,7.65,4.6
Yellowfin Tuna,Marine,266.3,225.3,208.495,Juvenile,5.0,33.4,8.11,3.3
Blue Marlin,Marine,329.3,533.3,920.423,Male,2.0,34.5,7.59,20.1
Blue Marlin,Marine,463.1,437.3,739.507,Juvenile,3.4,35.9,8.31,16.6
Bluefin Tuna,Marine,677.8,362.1,479.456,Juvenile,2.2,36.5,7.58,21.3
Yellowfin Tuna,Marine,193.4,205.5,190.554,Juvenile,26.9,35.3,7.75,3.3
Blue Marlin,Marine,367.2,522.6,766.1,Juvenile,2.9,33.6,8.17,5.9
Wahoo,Marine,12.2,201.4,85.027,Male,18.7,36.5,7.99,3.9
Bluefin Tuna,Marine,237.8,430.0,515.105,Juvenile,2.8,36.9,7.95,16.8
Wahoo,Marine,199.9,260.7,83.472,Juvenile,20.0,34.0,7.84,2.9
Sailfish,Marine,210.5,290.4,109.243,Female,1.2,35.6,7.69,7.6
Wahoo,Marine,114.6,271.8,67.632,Female,27.8,34.5,8.17,4.4
Sailfish,Marine,251.3,345.7,104.239,Juvenile,5.3,36.2,8.02,5.9
Swordfish,Marine,284.0,492.4,655.552,Female,1.8,33.5,8.03,1.8
Bluefin Tuna,Marine,386.5,374.8,519.62,Male,1.3,36.2,8.22,20.6
Sailfish,Marine,0.0,308.6,101.051,Male,26.1,34.1,7.91,7.1
Mahi-Mahi,Marine,55.3,235.2,45.967,Male,25.8,33.1,8.02,2.4
Albacore Tuna,Marine,36.9,138.4,62.407,Female,22.5,35.5,7.83,2.8
Yellowfin Tuna,Marine,567.7,179.3,156.868,Juvenile,1.3,33.6,7.83,4.1
Wahoo,Marine,237.3,241.0,84.263,Juvenile,3.0,35.1,7.79,4.8
Bluefin Tuna,Marine,558.6,373.3,576.731,Juvenile,1.7,37.0,7.59,19.1
Yellowfin Tuna,Marine,532.2,175.7,114.575,Female,1.8,34.8,7.98,3.7
Albacore Tuna,Marine,224.0,158.1,67.757,Juvenile,4.6,34.9,8.22,10.4
Blue Marlin,Marine,692.8,510.0,953.235,Juvenile,2.2,34.7,8.38,13.0
Mahi-Mahi,Marine,199.4,205.1,38.641,Male,24.9,33.7,7.69,1.8
Blue Marlin,Marine,0.0,521.6,978.62,Male,28.2,34.5,8.19,15.6
Sailfish,Marine,134.9,314.8,92.292,Female,29.0,35.4,8.03,4.3
Blue Marlin,Marine,793.2,545.0,859.846,Male,1.2,36.9,7.68,12.8
Albacore Tuna,Marine,279.0,147.7,52.144,Juvenile,1.9,35.0,7.99,3.2
Blue Marlin,Marine,356.5,429.0,863.046,Juvenile,3.4,36.3,7.72,16.0
Wahoo,Marine,147.3,250.0,78.436,Female,19.5,35.2,7.5,6.3
Swordfish,Marine,664.9,400.8,629.96,Juvenile,3.4,34.3,8.32,3.7
Yellowfin Tuna,Marine,947.1,170.1,172.165,Juvenile,2.1,37.0,7.67,4.7
Blue Marlin,Marine,781.8,588.4,833.909,Male,2.6,37.0,7.59,13.1
Mahi-Mahi,Marine,226.9,191.5,26.021,Male,3.9,35.3,8.07,3.0
Swordfish,Marine,567.6,473.2,418.483,Male,2.2,35.8,7.81,3.4
Albacore Tuna,Marine,457.4,173.6,60.055,Male,5.7,33.0,8.08,8.8
Swordfish,Marine,300.1,468.6,635.638,Female,5.4,36.2,7.98,6.9
Yellowfin Tuna,Marine,465.3,207.7,227.08,Female,1.2,33.3,7.83,3.3
Albacore Tuna,Marine,441.1,117.2,71.661,Juvenile,4.6,35.4,8.15,5.2
Sailfish,Marine,0.3,299.4,138.03,Male,23.2,36.8,8.37,4.5
Blue Marlin,Marine,429.2,561.9,970.056,Juvenile,3.5,35.4,8.0,13.8
Mahi-Mahi,Marine,280.0,198.9,44.137,Male,4.3,33.9,7.63,2.9
Albacore Tuna,Marine,334.8,160.1,65.735,Female,4.3,34.5,7.57,4.9
Bluefin Tuna,Marine,242.9,377.9,594.337,Female,3.6,36.4,7.8,30.9
Blue Marlin,Marine,290.7,459.6,984.968,Female,5.8,35.0,8.36,7.8
Yellowfin Tuna,Marine,370.9,161.3,200.92,Juvenile,1.1,35.9,8.17,1.9
Swordfish,Marine,359.5,360.4,640.256,Female,4.0,36.1,8.06,7.0
Albacore Tuna,Marine,123.8,107.6,57.986,Male,21.7,36.6,8.07,7.0
Mahi-Mahi,Marine,152.7,160.2,36.321,Juvenile,24.4,33.8,7.53,4.0
Wahoo,Marine,85.3,250.6,101.466,Male,18.9,33.2,7.72,6.4
Mahi-Mahi,Marine,135.7,192.9,41.461,Male,21.4,35.5,7.84,1.9
Mahi-Mahi,Marine,132.5,189.9,57.551,Male,20.2,35.3,7.57,1.9
Bluefin Tuna,Marine,440.5,365.1,494.282,Male,3.0,35.2,8.14,14.6
Swordfish,Marine,449.1,432.5,728.901,Juvenile,1.4,35.4,8.18,5.6
Wahoo,Marine,313.4,248.4,81.814,Juvenile,2.4,36.3,7.7,6.9
Bluefin Tuna,Marine,797.2,486.9,592.854,Male,3.1,33.2,7.77,14.5
Wahoo,Marine,59.0,214.3,81.518,Female,19.9,34.7,7.64,4.3
Mahi-Mahi,Marine,132.6,201.8,32.798,Female,19.5,33.1,7.68,3.0
Blue Marlin,Marine,276.3,576.5,733.222,Female,4.5,34.8,8.29,7.0
Bluefin Tuna,Marine,644.6,378.7,556.604,Female,4.7,34.2,7.52,18.6
Wahoo,Marine,288.1,288.7,75.6,Juvenile,4.7,34.1,8.06,6.8
Albacore Tuna,Marine,210.8,134.4,55.006,Female,3.1,34.5,7.99,9.2
Wahoo,Marine,69.2,232.0,86.071,Juvenile,29.0,35.3,7.54,6.8
Mahi-Mahi,Marine,110.6,176.1,45.738,Female,20.7,35.3,7.79,4.7
Wahoo,Marine,102.9,248.9,77.003,Juvenile,19.4,35.2,8.36,5.9
Bluefin Tuna,Marine,277.0,355.8,718.848,Juvenile,5.5,35.0,7.88,17.8
Swordfish,Marine,743.7,482.6,549.797,Female,3.6,34.8,7.81,5.9
Yellowfin Tuna,Marine,651.0,204.6,154.92,Male,2.3,35.2,8.15,1.3
Wahoo,Marine,115.8,314.2,62.295,Juvenile,18.0,34.4,8.34,5.1
Blue Marlin,Marine,582.8,489.1,698.648,Female,6.0,34.6,7.93,17.3
Sailfish,Marine,305.4,339.0,92.165,Male,3.1,36.5,8.27,4.8
Blue Marlin,Marine,404.6,359.0,1047.637,Female,4.6,36.4,7.77,7.6
Swordfish,Marine,455.9,462.0,539.856,Juvenile,3.0,34.8,8.03,4.5
Mahi-Mahi,Marine,179.9,181.7,45.1,Male,29.2,33.6,7.64,3.9
Swordfish,Marine,0.0,344.1,615.953,Female,19.9,34.9,8.33,2.6
Sailfish,Marine,202.1,276.6,81.086,Male,4.0,34.8,8.09,1.4
Yellowfin Tuna,Marine,264.2,212.2,202.682,Male,1.3,33.3,7.97,3.6
Albacore Tuna,Marine,0.0,135.6,59.765,Female,26.6,36.0,8.14,7.1
Bluefin Tuna,Marine,506.5,308.9,600.395,Male,1.9,36.5,7.99,13.7
Blue Marlin,Marine,609.4,533.5,848.75,Male,5.4,36.4,7.93,14.7
Bluefin Tuna,Marine,324.5,421.1,510.184,Male,4.2,34.9,7.86,21.3
Bluefin Tuna,Marine,196.0,293.2,618.918,Juvenile,18.8,33.7,8.0,19.3
Sailfish,Marine,58.0,364.7,105.465,Male,25.0,36.1,7.56,9.0
Mahi-Mahi,Marine,0.0,225.7,47.338,Male,21.6,36.6,8.01,0.7
Wahoo,Marine,254.9,292.7,74.289,Male,5.9,35.8,7.86,2.7
Yellowfin Tuna,Marine,464.4,190.2,186.716,Female,1.7,36.5,7.52,2.9
Mahi-Mahi,Marine,79.3,141.4,49.998,Male,25.6,33.6,8.05,1.9
Sailfish,Marine,150.6,349.1,102.678,Juvenile,19.2,36.6,7.97,5.5
Albacore Tuna,Marine,261.7,127.9,46.888,Female,1.0,36.1,7.94,5.4
Blue Marlin,Marine,896.9,403.7,1015.927,Female,3.1,36.6,8.31,13.4
Swordfish,Marine,342.6,593.7,553.381,Juvenile,3.3,35.9,7.63,2.4
Swordfish,Marine,366.2,475.6,567.52,Juvenile,1.2,33.9,8.08,6.5
Wahoo,Marine,141.0,240.3,71.763,Male,29.3,33.4,8.0,1.2
Sailfish,Marine,182.4,366.4,96.063,Female,19.7,34.9,7.97,5.9
Swordfish,Marine,448.7,448.2,507.104,Female,5.2,33.9,8.22,0.0
Bluefin Tuna,Marine,203.4,391.3,621.693,Juvenile,5.0,34.3,7.76,12.8
Swordfish,Marine,488.3,434.5,723.948,Male,4.5,33.3,7.81,4.8
Yellowfin Tuna,Marine,773.8,272.0,271.396,Male,3.3,36.1,7.82,2.2
Sailfish,Marine,60.6,284.4,100.684,Female,26.2,35.8,7.96,6.9
Mahi-Mahi,Marine,205.0,191.7,31.147,Juvenile,2.6,35.5,8.39,2.8
Blue Marlin,Marine,651.4,566.1,948.483,Male,2.4,35.7,7.79,21.2
Blue Marlin,Marine,160.1,441.3,761.243,Female,24.0,34.2,7.63,13.6
Albacore Tuna,Marine,528.2,142.1,50.723,Juvenile,1.4,35.5,8.36,10.7
Albacore Tuna,Marine,374.9,168.0,53.627,Juvenile,1.4,35.4,7.65,9.1
Albacore Tuna,Marine,31.3,147.3,72.032,Juvenile,22.1,35.4,8.4,10.0
Mahi-Mahi,Marine,176.7,210.9,37.713,Female,22.3,33.7,8.31,1.9
Sailfish,Marine,46.9,302.8,107.36,Female,28.8,36.7,7.92,7.0
Bluefin Tuna,Marine,374.9,341.5,592.604,Male,3.1,36.6,7.7,22.2
Blue Marlin,Marine,616.7,586.9,911.642,Female,1.4,34.0,7.58,11.6
Albacore Tuna,Marine,350.7,78.8,69.466,Male,4.1,35.6,8.35,6.7
Bluefin Tuna,Marine,339.8,403.4,560.361,Male,2.2,36.4,8.36,14.9
Mahi-Mahi,Marine,233.4,216.4,44.826,Female,4.5,34.8,7.59,2.9
Sailfish,Marine,272.2,220.3,87.444,Juvenile,4.1,34.9,8.38,4.6
Albacore Tuna,Marine,246.2,141.6,62.665,Male,1.8,34.5,7.54,4.5
Mahi-Mahi,Marine,219.2,232.1,56.872,Male,4.4,33.8,8.37,2.6
Mahi-Mahi,Marine,216.0,193.4,38.104,Male,5.5,36.4,8.13,1.7
Yellowfin Tuna,Marine,949.6,239.8,174.358,Female,1.7,36.3,7.74,3.3
Yellowfin Tuna,Marine,596.3,188.1,264.016,Male,4.1,36.1,8.13,2.4
Swordfish,Marine,294.5,453.1,620.217,Female,4.9,34.3,8.33,3.6
Yellowfin Tuna,Marine,673.8,205.9,221.274,Male,3.8,34.5,7.97,2.2
Sailfish,Marine,145.3,235.7,89.255,Female,24.4,35.2,8.13,2.3
Swordfish,Marine,672.6,452.0,551.81,Male,2.9,35.0,7.93,3.3
Blue Marlin,Marine,564.8,487.8,894.463,Juvenile,5.6,34.0,7.82,14.8
Swordfish,Marine,566.4,451.0,548.813,Juvenile,1.4,36.6,8.25,2.4
Wahoo,Marine,106.9,285.6,86.892,Male,24.2,34.8,7.86,2.9
Mahi-Mahi,Marine,236.2,205.8,42.898,Female,3.2,35.9,7.69,1.0
Bluefin Tuna,Marine,1000.0,398.1,619.1,Female,2.5,34.2,8.37,16.8
Sailfish,Marine,275.1,334.8,81.935,Female,4.6,34.4,8.05,7.8
Albacore Tuna,Marine,410.3,118.0,40.085,Female,1.3,34.9,8.37,6.7
Sailfish,Marine,102.4,327.1,105.315,Juvenile,20.9,34.5,7.88,6.2
Sailfish,Marine,277.7,301.1,82.881,Juvenile,5.2,33.1,7.89,6.3
Mahi-Mahi,Marine,204.3,250.9,32.333,Female,4.9,33.9,8.31,3.6
Blue Marlin,Marine,0.0,464.8,796.833,Juvenile,25.0,35.2,7.79,18.2
Yellowfin Tuna,Marine,642.0,223.4,201.198,Juvenile,2.7,34.8,8.29,5.3
Bluefin Tuna,Marine,681.5,431.1,583.479,Female,4.5,35.6,8.39,13.9
Albacore Tuna,Marine,425.0,106.1,70.45,Male,4.6,34.5,7.58,5.8
Blue Marlin,Marine,381.5,598.8,813.569,Male,6.0,33.3,7.67,20.0
Yellowfin Tuna,Marine,176.8,239.8,140.605,Female,21.3,35.4,7.59,3.8
Wahoo,Marine,303.7,193.4,75.454,Male,1.3,35.6,7.8,6.2
Mahi-Mahi,Marine,141.2,228.0,40.21,Juvenile,26.9,36.1,8.26,1.5
Blue Marlin,Marine,732.9,487.4,779.279,Female,4.6,36.2,8.08,18.2
Bluefin Tuna,Marine,609.3,322.2,637.292,Female,5.5,34.6,7.7,15.8
Albacore Tuna,Marine,536.8,152.8,71.641,Male,2.6,33.9,7.88,7.3
Bluefin Tuna,Marine,381.4,334.1,628.189,Juvenile,3.6,35.5,7.82,16.0
Albacore Tuna,Marine,393.8,98.3,54.713,Juvenile,5.1,33.5,8.1,5.5
Sailfish,Marine,84.3,285.0,118.003,Female,18.1,36.0,7.57,5.1
Bluefin Tuna,Marine,594.0,426.3,602.59,Female,3.7,33.3,8.31,29.3
Wahoo,Marine,114.3,282.9,74.422,Male,18.6,36.7,7.59,3.3
Swordfish,Marine,442.4,439.3,581.931,Female,3.3,34.8,7.68,2.3
Yellowfin Tuna,Marine,562.2,198.9,297.586,Female,4.2,34.7,8.15,2.8
Sailfish,Marine,258.4,337.3,80.475,Male,2.2,33.3,7.72,7.1
Blue Marlin,Marine,658.8,633.6,600.772,Female,2.4,37.0,8.28,7.7
Yellowfin Tuna,Marine,436.2,202.1,280.74,Male,5.5,34.3,7.6,1.9
Swordfish,Marine,541.3,261.3,652.107,Juvenile,3.7,35.0,8.02,2.2
Swordfish,Marine,502.7,335.7,662.788,Female,4.2,36.8,8.28,1.9
Sailfish,Marine,228.9,308.2,77.128,Juvenile,3.9,35.1,7.88,4.9
Bluefin Tuna,Marine,723.6,426.2,561.335,Female,5.6,35.0,7.91,15.1
Sailfish,Marine,31.5,260.4,92.809,Female,23.7,33.9,8.19,6.1
Wahoo,Marine,209.9,242.0,64.102,Juvenile,5.2,36.7,8.13,1.3
Blue Marlin,Marine,312.4,451.5,971.909,Female,1.5,35.3,8.29,23.0
Blue Marlin,Marine,414.7,423.2,797.353,Male,1.2,37.0,7.75,9.0
Yellowfin Tuna,Marine,645.1,162.7,185.576,Juvenile,5.1,34.9,7.89,3.5
Yellowfin Tuna,Marine,438.4,164.2,256.71,Male,4.8,34.2,7.54,4.6
Swordfish,Marine,466.2,349.3,599.927,Female,4.3,36.8,7.93,5.1
Wahoo,Marine,257.0,259.2,66.489,Male,4.1,34.6,7.94,2.0
Mahi-Mahi,Marine,174.9,200.0,40.865,Male,25.9,36.8,7.56,4.4
Albacore Tuna,Marine,207.5,125.4,62.845,Juvenile,5.4,33.4,8.3,4.8
Wahoo,Marine,233.5,185.6,101.519,Male,1.9,35.1,7.71,6.1
Mahi-Mahi,Marine,131.5,211.8,46.277,Female,29.5,36.0,8.22,1.7
Mahi-Mahi,Marine,157.7,216.2,60.852,Juvenile,27.3,35.1,8.03,2.7
Wahoo,Marine,217.5,287.4,77.0,Male,2.1,34.2,7.97,1.5
Albacore Tuna,Marine,180.2,126.8,46.314,Female,23.9,35.5,7.95,7.4
Bluefin Tuna,Marine,870.4,263.3,427.066,Female,3.2,36.9,7.63,13.2
Albacore Tuna,Marine,131.5,133.4,68.91,Female,24.4,35.3,7.8,4.7
Swordfish,Marine,380.2,485.3,503.366,Female,2.3,33.6,7.58,3.3
Blue Marlin,Marine,421.6,419.4,588.097,Female,3.5,34.7,7.52,11.3
Bluefin Tuna,Marine,270.4,408.9,534.087,Juvenile,5.9,36.8,8.4,16.7
Albacore Tuna,Marine,172.6,133.5,56.077,Female,25.2,36.4,7.61,8.0
Yellowfin Tuna,Marine,1000.0,203.7,190.164,Juvenile,1.8,33.8,8.02,3.3
Blue Marlin,Marine,784.7,552.5,928.764,Juvenile,4.5,35.8,7.98,12.5
Bluefin Tuna,Marine,621.1,350.2,629.244,Juvenile,5.5,34.2,7.58,17.8
Blue Marlin,Marine,577.5,542.9,925.304,Juvenile,3.3,35.1,7.8,15.1
Yellowfin Tuna,Marine,163.0,223.1,155.955,Male,22.7,33.5,8.18,4.3
Albacore Tuna,Marine,405.4,117.5,55.554,Juvenile,4.1,35.1,7.91,5.8
Bluefin Tuna,Marine,539.9,317.9,632.86,Female,5.7,34.4,7.89,16.7
Wahoo,Marine,187.9,278.8,79.414,Female,26.3,36.8,7.7,6.1
Bluefin Tuna,Marine,736.3,336.9,469.947,Male,1.2,35.7,8.16,9.8
Wahoo,Marine,195.4,227.7,86.175,Male,21.2,33.6,7.9,3.4
Yellowfin Tuna,Marine,287.0,244.0,222.408,Juvenile,3.1,36.7,7.56,4.2
Yellowfin Tuna,Marine,508.5,271.8,150.214,Female,1.8,33.3,7.96,4.0
Yellowfin Tuna,Marine,384.4,219.7,109.204,Juvenile,2.5,36.2,8.25,3.0
Albacore Tuna,Marine,300.3,82.8,38.846,Male,4.6,35.1,7.64,9.0
Wahoo,Marine,204.8,221.0,62.146,Juvenile,1.6,33.9,7.5,4.9
Yellowfin Tuna,Marine,625.5,266.0,216.909,Juvenile,3.1,35.9,8.38,4.4
Swordfish,Marine,607.2,428.5,673.342,Male,2.6,35.5,7.82,3.7
Blue Marlin,Marine,910.8,665.3,677.188,Male,1.3,36.5,7.75,7.5
Bluefin Tuna,Marine,562.6,293.0,393.646,Male,5.3,33.6,8.2,13.8
Mahi-Mahi,Marine,20.6,185.8,29.816,Juvenile,23.6,35.4,7.6,1.0
Yellowfin Tuna,Marine,690.8,158.9,266.887,Male,2.8,35.5,7.67,3.2
Mahi-Mahi,Marine,72.8,198.0,43.887,Male,25.3,34.7,8.06,3.3
Mahi-Mahi,Marine,124.8,239.9,44.131,Male,21.2,36.6,8.19,1.7
Albacore Tuna,Marine,362.1,119.6,57.498,Female,3.3,36.1,8.15,5.5
Yellowfin Tuna,Marine,494.2,166.7,178.347,Juvenile,4.0,33.9,8.34,2.8
Swordfish,Marine,688.3,435.0,559.148,Female,2.6,34.2,7.82,3.7
Albacore Tuna,Marine,78.7,176.4,75.984,Juvenile,25.9,34.8,7.83,9.7
Mahi-Mahi,Marine,67.0,148.2,48.225,Female,21.3,34.6,7.86,0.3
Albacore Tuna,Marine,234.1,149.5,76.786,Juvenile,4.1,35.4,7.59,4.8
Swordfish,Marine,141.8,394.6,837.446,Juvenile,20.0,36.9,7.65,5.9
Sailfish,Marine,135.3,320.5,72.284,Female,29.3,34.8,7.57,7.3
Mahi-Mahi,Marine,277.5,194.8,37.276,Male,4.0,36.4,7.99,2.8
Bluefin Tuna,Marine,583.1,415.8,625.345,Male,3.7,33.7,7.66,14.5
Yellowfin Tuna,Marine,777.2,214.0,180.724,Male,1.5,33.4,7.7,3.9
Swordfish,Marine,217.4,381.2,601.18,Female,4.2,33.9,7.61,9.7
Swordfish,Marine,800.0,493.7,723.992,Female,5.7,36.3,7.54,5.9
Yellowfin Tuna,Marine,370.6,255.1,186.029,Female,1.5,35.2,7.57,3.0
Mahi-Mahi,Marine,259.1,177.9,29.558,Juvenile,3.9,33.8,7.91,3.2
Bluefin Tuna,Marine,593.1,337.7,722.643,Female,4.9,33.5,8.31,19.3
Albacore Tuna,Marine,285.6,134.7,43.06,Male,3.1,33.5,7.54,7.5
Blue Marlin,Marine,522.8,525.7,873.741,Female,2.2,33.4,8.29,13.8
Albacore Tuna,Marine,503.8,103.4,42.709,Juvenile,2.5,34.3,8.19,6.8
Mahi-Mahi,Marine,268.0,192.2,43.391,Male,2.4,36.9,8.32,2.5
Albacore Tuna,Marine,446.3,145.8,61.065,Juvenile,1.4,33.6,7.58,13.1
Bluefin Tuna,Marine,560.6,385.8,636.323,Female,2.8,36.7,7.65,23.5
Blue Marlin,Marine,734.4,416.5,387.483,Female,3.7,33.8,7.62,13.4
Sailfish,Marine,26.2,293.7,62.58,Female,25.8,35.6,7.71,6.7
Bluefin Tuna,Marine,970.9,414.0,579.192,Female,2.2,34.2,8.04,25.7
Mahi-Mahi,Marine,267.9,262.5,39.552,Female,3.9,36.6,7.61,2.5
Mahi-Mahi,Marine,168.1,214.1,44.264,Female,27.6,33.2,7.86,3.2
Blue Marlin,Marine,402.7,455.3,780.025,Male,2.4,35.0,7.68,8.9
Sailfish,Marine,194.4,272.9,78.072,Juvenile,27.0,35.0,7.96,5.5
Wahoo,Marine,88.0,283.0,97.174,Male,28.7,36.3,7.59,6.2
Mahi-Mahi,Marine,177.0,243.5,35.115,Juvenile,29.6,36.6,8.24,1.3
Bluefin Tuna,Marine,609.3,433.5,658.668,Male,1.8,33.9,8.28,20.9
Albacore Tuna,Marine,303.5,128.3,63.474,Female,5.4,35.2,8.33,7.6
Swordfish,Marine,321.3,435.2,475.252,Juvenile,4.9,34.6,7.77,8.9
Bluefin Tuna,Marine,573.5,297.6,517.356,Juvenile,3.8,35.5,7.56,22.0
Yellowfin Tuna,Marine,560.9,227.7,174.54,Male,2.2,34.7,7.88,4.3
Yellowfin Tuna,Marine,70.6,180.9,233.332,Male,20.3,35.9,7.91,4.2
Bluefin Tuna,Marine,406.3,324.0,544.002,Juvenile,4.7,34.6,8.33,7.3
Blue Marlin,Marine,599.4,582.7,437.982,Juvenile,3.3,36.2,8.08,13.5
Swordfish,Marine,533.0,383.5,639.609,Female,1.8,36.2,8.21,5.9
Wahoo,Marine,335.0,257.2,62.178,Male,2.9,33.2,7.73,5.1
Wahoo,Marine,253.6,289.1,83.682,Female,1.5,36.7,7.92,6.1
Blue Marlin,Marine,805.2,587.9,929.632,Male,1.5,33.2,7.88,13.1
Blue Marlin,Marine,0.0,443.7,961.817,Juvenile,18.2,33.4,7.64,11.3
Mahi-Mahi,Marine,186.6,246.5,40.411,Juvenile,27.6,35.7,8.3,3.2
Albacore Tuna,Marine,159.8,119.5,85.161,Juvenile,27.9,36.2,8.27,6.0
Bluefin Tuna,Marine,689.0,398.5,624.169,Juvenile,4.9,33.2,7.7,14.9
Wahoo,Marine,47.3,252.7,99.925,Female,22.0,34.8,8.28,5.9
Albacore Tuna,Marine,250.0,103.4,53.412,Female,2.0,34.4,8.01,5.1
Mahi-Mahi,Marine,32.2,250.6,35.638,Juvenile,20.0,35.3,8.08,2.2
Bluefin Tuna,Marine,234.7,383.5,560.248,Male,3.6,33.8,8.22,17.0
Mahi-Mahi,Marine,52.1,177.3,37.187,Female,23.0,35.7,7.76,0.3
Swordfish,Marine,611.0,465.3,674.857,Male,1.1,36.2,7.97,10.1
Albacore Tuna,Marine,364.1,119.2,56.225,Male,3.8,36.7,8.19,6.5
Albacore Tuna,Marine,0.0,159.3,68.849,Juvenile,19.8,35.7,8.07,7.0
Bluefin Tuna,Marine,119.1,314.6,477.494,Female,26.5,34.2,7.79,27.0
Yellowfin Tuna,Marine,394.8,207.0,171.793,Juvenile,2.9,35.4,7.89,2.3
Albacore Tuna,Marine,393.8,131.5,61.782,Juvenile,3.9,35.7,7.93,5.9
Yellowfin Tuna,Marine,310.6,226.8,145.668,Male,2.7,33.4,7.77,3.4
Mahi-Mahi,Marine,0.0,221.3,47.727,Juvenile,21.5,35.5,8.08,1.8
Blue Marlin,Marine,591.9,517.1,787.485,Juvenile,4.0,35.2,8.2,7.5
Blue Marlin,Marine,708.8,645.8,1117.959,Juvenile,4.7,33.5,7.73,7.4
Swordfish,Marine,0.0,441.4,694.438,Male,27.7,34.1,7.93,7.0
Albacore Tuna,Marine,237.4,169.0,81.8,Juvenile,2.9,36.4,7.62,8.6
Bluefin Tuna,Marine,487.0,404.6,507.52,Female,1.9,34.5,8.32,19.1
Albacore Tuna,Marine,584.5,166.9,44.939,Juvenile,5.9,34.4,8.01,8.0
Swordfish,Marine,271.2,351.1,744.468,Juvenile,4.9,34.8,7.93,4.0
Sailfish,Marine,312.5,312.8,118.173,Male,5.8,33.5,7.96,6.9
Sailfish,Marine,238.0,326.0,96.919,Male,3.9,36.3,8.12,2.6
Wahoo,Marine,99.3,196.5,92.153,Female,27.6,35.7,8.07,5.6
Sailfish,Marine,298.3,345.4,111.108,Male,2.4,36.7,8.1,6.6
